Date,asset1,asset2,asset3,asset4,asset5,asset6,asset7,asset8
2018/2/14,1725.70 ,2112.76 ,962.89 ,1196.81 ,1183.08 ,924.78 ,837.55 ,550.67 
2018/2/22,1763.01 ,2116.93 ,962.61 ,1198.05 ,1183.38 ,927.53 ,832.80 ,571.98 
2018/2/23,1771.00 ,2150.87 ,962.61 ,1198.37 ,1184.18 ,941.47 ,835.68 ,582.69 
2018/2/26,1791.59 ,2176.15 ,964.17 ,1200.48 ,1188.57 ,939.96 ,837.55 ,591.93 
2018/2/27,1765.73 ,2148.50 ,965.82 ,1202.11 ,1190.97 ,939.79 ,835.25 ,590.67 
2018/2/28,1750.36 ,2124.66 ,966.00 ,1203.37 ,1192.07 ,930.73 ,828.65 ,584.66 
2018/3/1,1761.43 ,2096.35 ,965.45 ,1203.54 ,1192.77 ,923.27 ,828.65 ,568.53 
2018/3/2,1747.24 ,2106.98 ,964.81 ,1200.00 ,1191.77 ,922.29 ,831.41 ,558.18 
2018/3/5,1747.95 ,2130.23 ,964.35 ,1203.12 ,1191.27 ,919.45 ,833.72 ,569.24 
2018/3/6,1769.03 ,2135.85 ,964.90 ,1203.63 ,1193.27 ,920.60 ,832.64 ,574.39 
2018/3/7,1756.02 ,2134.82 ,965.82 ,1204.24 ,1194.17 ,923.09 ,837.55 ,569.86 
2018/3/8,1773.83 ,2144.34 ,966.10 ,1205.15 ,1196.66 ,919.18 ,834.48 ,562.90 
2018/3/9,1787.44 ,2181.61 ,966.00 ,1204.98 ,1196.26 ,906.93 ,830.65 ,558.30 
2018/3/12,1795.62 ,2178.83 ,966.55 ,1205.67 ,1196.46 ,915.63 ,831.41 ,571.13 
2018/3/13,1779.77 ,2164.97 ,966.00 ,1205.45 ,1194.57 ,912.43 ,830.49 ,566.41 
2018/3/14,1771.98 ,2152.57 ,966.28 ,1205.60 ,1190.00 ,914.92 ,832.80 ,566.29 
2018/3/15,1781.91 ,2150.89 ,966.74 ,1205.84 ,1194.87 ,919.09 ,831.41 ,566.64 
2018/3/16,1764.62 ,2154.55 ,967.00 ,1206.57 ,1195.37 ,912.08 ,827.73 ,572.12 
2018/3/19,1772.38 ,2123.95 ,967.10 ,1207.48 ,1195.67 ,902.84 ,825.58 ,578.42 
2018/3/20,1773.88 ,2127.10 ,968.94 ,1208.75 ,1197.26 ,904.09 ,826.81 ,582.37 
2018/3/21,1766.63 ,2123.17 ,969.58 ,1209.93 ,1198.46 ,896.98 ,826.20 ,592.09 
2018/3/22,1748.93 ,2069.75 ,970.59 ,1210.75 ,1200.36 ,902.84 ,834.18 ,603.79 
2018/3/23,1698.72 ,2026.35 ,973.24 ,1213.40 ,1209.05 ,884.37 ,841.24 ,604.80 
2018/3/26,1687.83 ,2081.38 ,973.00 ,1214.42 ,1208.15 ,867.23 ,844.62 ,607.74 
2018/3/27,1702.35 ,2045.42 ,972.42 ,1214.71 ,1206.55 ,875.13 ,841.24 ,605.04 
2018/3/28,1671.66 ,2039.46 ,972.00 ,1215.60 ,1209.25 ,872.74 ,838.94 ,598.31 
2018/3/29,1693.99 ,2067.54 ,971.50 ,1215.42 ,1210.05 ,880.91 ,831.11 ,602.64 
2018/3/30,1695.92 ,2067.54 ,972.14 ,1214.65 ,1211.45 ,884.01 ,828.50 ,602.64 
2018/4/2,1690.88 ,2021.36 ,972.42 ,1215.97 ,1211.85 ,890.59 ,829.27 ,613.70 
2018/4/3,1680.25 ,2046.86 ,971.32 ,1215.29 ,1213.54 ,897.42 ,835.71 ,598.77 
2018/4/4,1676.94 ,2070.53 ,972.60 ,1216.09 ,1216.04 ,897.87 ,833.26 ,595.05 
2018/4/9,1676.10 ,2045.85 ,974.80 ,1218.95 ,1221.03 ,895.38 ,834.15 ,597.76 
2018/4/10,1708.39 ,2080.07 ,973.70 ,1218.54 ,1218.84 ,907.10 ,833.87 ,613.02 
2018/4/11,1713.25 ,2068.57 ,974.71 ,1219.02 ,1220.24 ,910.30 ,835.84 ,621.58 
2018/4/12,1695.98 ,2085.64 ,975.08 ,1219.17 ,1220.24 ,901.24 ,840.01 ,630.00 
2018/4/13,1684.02 ,2079.62 ,975.63 ,1220.10 ,1219.54 ,898.76 ,836.63 ,635.25 
2018/4/16,1656.93 ,2096.48 ,979.02 ,1221.93 ,1221.53 ,895.74 ,839.77 ,625.91 
2018/4/17,1630.73 ,2118.84 ,979.57 ,1223.71 ,1223.53 ,904.71 ,838.17 ,625.70 
2018/4/18,1638.40 ,2120.60 ,989.10 ,1234.67 ,1242.71 ,904.44 ,838.29 ,632.59 
2018/4/19,1658.22 ,2108.46 ,989.00 ,1236.14 ,1239.61 ,920.96 ,840.01 ,650.18 
2018/4/20,1636.04 ,2090.46 ,988.45 ,1237.32 ,1239.31 ,916.52 ,837.09 ,647.17 
2018/4/23,1638.43 ,2090.00 ,985.25 ,1236.87 ,1236.02 ,921.23 ,833.47 ,647.67 
2018/4/24,1671.99 ,2062.60 ,985.80 ,1234.60 ,1237.51 ,917.23 ,832.03 ,658.91 
2018/4/25,1665.56 ,2066.39 ,983.87 ,1234.98 ,1235.52 ,919.18 ,831.87 ,648.91 
2018/4/26,1633.71 ,2087.95 ,982.13 ,1232.78 ,1233.02 ,919.80 ,831.11 ,653.93 
2018/4/27,1634.31 ,2090.28 ,981.49 ,1230.00 ,1231.72 ,916.87 ,828.80 ,655.99 
2018/5/2,1637.26 ,2063.47 ,979.02 ,1231.39 ,1230.72 ,901.78 ,826.96 ,656.06 
2018/5/3,1650.03 ,2058.82 ,980.21 ,1232.04 ,1231.82 ,901.24 ,827.42 ,657.64 
2018/5/4,1642.02 ,2085.20 ,981.86 ,1233.41 ,1233.72 ,904.09 ,827.88 ,654.53 
2018/5/7,1667.95 ,2092.41 ,981.12 ,1233.26 ,1232.52 ,903.73 ,830.80 ,674.70 
2018/5/8,1687.30 ,2091.85 ,978.92 ,1231.87 ,1230.82 ,905.95 ,829.57 ,675.00 
2018/5/9,1684.23 ,2112.10 ,978.10 ,1230.59 ,1228.13 ,900.89 ,828.90 ,688.39 
2018/5/10,1693.56 ,2131.90 ,978.92 ,1230.78 ,1228.63 ,904.35 ,829.57 ,695.29 
2018/5/11,1684.76 ,2135.54 ,979.75 ,1231.14 ,1229.52 ,907.82 ,830.80 ,690.77 
2018/5/14,1700.62 ,2137.42 ,979.47 ,1230.00 ,1229.52 ,908.97 ,830.19 ,683.28 
2018/5/15,1707.06 ,2122.80 ,978.65 ,1230.39 ,1227.83 ,904.97 ,827.09 ,699.63 
2018/5/16,1693.46 ,2131.42 ,978.47 ,1230.78 ,1227.23 ,901.42 ,818.21 ,699.70 
2018/5/17,1680.94 ,2129.59 ,978.65 ,1230.97 ,1227.23 ,904.88 ,815.91 ,714.79 
2018/5/18,1697.91 ,2123.99 ,979.00 ,1231.18 ,1227.73 ,906.13 ,814.84 ,718.53 
2018/5/21,1705.81 ,2139.68 ,979.47 ,1231.80 ,1229.82 ,909.77 ,816.06 ,713.94 
2018/5/22,1699.28 ,2132.97 ,980.67 ,1233.92 ,1232.12 ,910.30 ,815.91 ,720.81 
2018/5/23,1676.82 ,2139.90 ,981.67 ,1234.48 ,1234.82 ,915.99 ,817.29 ,713.98 
2018/5/24,1664.91 ,2135.57 ,981.86 ,1235.60 ,1236.42 ,908.35 ,820.36 ,719.13 
2018/5/25,1660.25 ,2130.53 ,983.96 ,1236.58 ,1239.11 ,911.90 ,825.27 ,707.57 
2018/5/28,1667.54 ,2130.53 ,984.51 ,1238.47 ,1240.00 ,909.77 ,822.82 ,684.31 
2018/5/29,1654.82 ,2105.90 ,985.00 ,1240.00 ,1240.31 ,911.90 ,824.81 ,684.31 
2018/5/30,1619.74 ,2132.63 ,985.25 ,1238.92 ,1240.91 ,907.10 ,827.12 ,690.69 
2018/5/31,1654.11 ,2117.96 ,984.51 ,1240.00 ,1239.21 ,907.46 ,826.96 ,707.83 
2018/6/1,1640.28 ,2140.94 ,984.15 ,1240.00 ,1240.00 ,910.75 ,825.58 ,703.36 
2018/6/4,1656.37 ,2150.53 ,982.04 ,1237.59 ,1238.11 ,920.96 ,823.12 ,698.21 
2018/6/5,1672.79 ,2152.04 ,981.67 ,1236.25 ,1237.61 ,920.60 ,820.82 ,690.16 
2018/6/6,1669.32 ,2170.48 ,982.00 ,1235.76 ,1237.81 ,933.75 ,822.36 ,690.77 
2018/6/7,1666.56 ,2168.93 ,981.03 ,1240.00 ,1236.82 ,952.22 ,821.59 ,687.59 
2018/6/8,1644.21 ,2175.71 ,982.50 ,1236.33 ,1238.11 ,949.20 ,822.51 ,699.72 
2018/6/11,1640.00 ,2178.03 ,981.49 ,1236.87 ,1238.71 ,955.42 ,824.97 ,696.65 
2018/6/12,1664.36 ,2181.83 ,979.84 ,1235.84 ,1237.02 ,948.67 ,824.05 ,701.02 
2018/6/13,1648.00 ,2173.04 ,980.85 ,1240.00 ,1239.41 ,945.38 ,822.82 ,688.27 
2018/6/14,1641.49 ,2178.42 ,982.77 ,1237.40 ,1241.41 ,947.60 ,823.12 ,694.60 
2018/6/15,1632.81 ,2176.20 ,984.70 ,1239.55 ,1242.21 ,942.72 ,827.42 ,694.60 
2018/6/19,1575.26 ,2162.84 ,987.08 ,1242.04 ,1246.90 ,928.42 ,820.05 ,675.97 
2018/6/20,1581.49 ,2166.54 ,985.25 ,1240.00 ,1245.21 ,915.45 ,818.24 ,686.27 
2018/6/21,1563.01 ,2152.79 ,986.71 ,1242.91 ,1248.60 ,917.14 ,814.53 ,673.37 
2018/6/22,1569.94 ,2156.80 ,987.26 ,1244.07 ,1250.00 ,913.32 ,817.75 ,680.06 
2018/6/25,1548.88 ,2127.20 ,986.71 ,1245.30 ,1250.00 ,918.65 ,821.13 ,690.48 
2018/6/26,1536.10 ,2131.89 ,987.00 ,1244.81 ,1250.30 ,908.35 ,820.82 ,695.44 
2018/6/27,1504.84 ,2113.54 ,988.00 ,1245.85 ,1253.90 ,911.01 ,821.28 ,713.00 
2018/6/28,1489.30 ,2126.60 ,989.83 ,1248.15 ,1256.79 ,912.61 ,821.44 ,724.97 
2018/6/29,1527.34 ,2128.22 ,993.22 ,1250.37 ,1260.49 ,921.49 ,820.05 ,734.01 
2018/7/2,1482.53 ,2134.75 ,993.49 ,1252.74 ,1263.18 ,909.59 ,821.74 ,731.01 
2018/7/3,1483.10 ,2124.18 ,992.39 ,1253.19 ,1264.68 ,907.28 ,822.57 ,727.96 
2018/7/4,1463.30 ,2124.18 ,991.75 ,1252.75 ,1265.18 ,900.36 ,825.27 ,730.98 
2018/7/5,1454.03 ,2142.50 ,992.00 ,1251.72 ,1267.58 ,881.88 ,824.97 ,724.49 
2018/7/6,1463.89 ,2160.67 ,991.11 ,1250.00 ,1266.58 ,867.85 ,826.20 ,719.41 
2018/7/9,1504.81 ,2179.73 ,989.65 ,1251.19 ,1264.38 ,880.64 ,825.58 ,725.85 
2018/7/10,1508.44 ,2187.30 ,989.37 ,1249.87 ,1263.18 ,881.44 ,824.35 ,736.49 
2018/7/11,1482.34 ,2171.78 ,991.48 ,1251.47 ,1263.98 ,852.75 ,825.58 ,723.15 
2018/7/12,1514.33 ,2190.79 ,991.02 ,1252.70 ,1263.98 ,860.57 ,824.66 ,708.03 
2018/7/13,1519.39 ,2193.15 ,992.58 ,1254.03 ,1265.78 ,862.88 ,822.97 ,697.80 
2018/7/16,1510.43 ,2190.89 ,993.31 ,1255.27 ,1267.98 ,867.67 ,823.89 ,712.27 
2018/7/17,1500.55 ,2199.60 ,993.49 ,1255.84 ,1268.28 ,865.63 ,820.64 ,687.85 
2018/7/18,1492.69 ,2204.35 ,994.23 ,1256.64 ,1270.18 ,860.92 ,815.30 ,680.79 
2018/7/19,1491.39 ,2195.64 ,995.60 ,1257.23 ,1273.57 ,866.79 ,817.29 ,690.17 
2018/7/20,1519.47 ,2193.56 ,992.03 ,1256.91 ,1272.17 ,856.75 ,819.13 ,707.19 
2018/7/23,1533.77 ,2197.59 ,991.75 ,1255.49 ,1271.27 ,865.54 ,823.74 ,706.37 
2018/7/24,1558.11 ,2208.10 ,989.28 ,1252.59 ,1265.78 ,873.71 ,823.74 ,710.48 
2018/7/25,1556.39 ,2228.19 ,988.91 ,1252.16 ,1264.78 ,886.23 ,823.89 ,721.98 
2018/7/26,1538.34 ,2221.44 ,990.38 ,1252.77 ,1265.38 ,886.68 ,824.05 ,726.87 
2018/7/27,1531.80 ,2206.86 ,991.29 ,1253.42 ,1267.48 ,886.68 ,823.74 ,728.88 
2018/7/30,1529.13 ,2194.16 ,991.00 ,1254.31 ,1268.28 ,884.28 ,824.97 ,730.91 
2018/7/31,1530.25 ,2204.88 ,993.68 ,1255.87 ,1272.27 ,882.33 ,824.54 ,734.27 
2018/8/1,1499.68 ,2202.58 ,994.23 ,1256.45 ,1274.17 ,886.15 ,824.17 ,722.66 
2018/8/2,1466.43 ,2213.43 ,994.50 ,1258.14 ,1274.57 ,872.82 ,822.94 ,707.04 
2018/8/3,1442.21 ,2223.71 ,995.88 ,1259.03 ,1277.57 ,874.16 ,821.59 ,717.99 
2018/8/6,1423.93 ,2231.58 ,995.69 ,1259.99 ,1279.56 ,875.67 ,821.90 ,722.99 
2018/8/7,1465.52 ,2237.88 ,994.59 ,1260.23 ,1281.16 ,875.58 ,820.98 ,727.12 
2018/8/8,1441.87 ,2237.30 ,992.12 ,1258.33 ,1278.77 ,878.86 ,819.75 ,731.86 
2018/8/9,1477.99 ,2234.07 ,990.56 ,1256.09 ,1273.77 ,879.66 ,819.44 ,731.86 
2018/8/10,1481.25 ,2218.18 ,989.83 ,1255.55 ,1274.27 ,884.55 ,820.52 ,704.75 
2018/8/13,1474.86 ,2209.29 ,987.90 ,1253.40 ,1271.17 ,880.11 ,822.45 ,715.18 
2018/8/14,1467.28 ,2223.41 ,989.19 ,1253.23 ,1273.37 ,879.40 ,816.12 ,720.90 
2018/8/15,1432.07 ,2206.51 ,988.09 ,1252.87 ,1272.27 ,868.56 ,814.04 ,711.51 
2018/8/16,1425.44 ,2223.98 ,986.44 ,1250.00 ,1270.48 ,850.36 ,803.78 ,702.36 
2018/8/17,1404.95 ,2231.37 ,984.61 ,1250.16 ,1267.48 ,853.29 ,804.09 ,708.88 
2018/8/20,1421.32 ,2236.79 ,984.33 ,1249.74 ,1266.38 ,861.28 ,806.24 ,711.09 
2018/8/21,1447.16 ,2241.42 ,983.87 ,1248.67 ,1265.88 ,864.83 ,810.38 ,710.39 
2018/8/22,1439.02 ,2240.52 ,985.34 ,1249.03 ,1266.98 ,865.72 ,812.07 ,710.39 
2018/8/23,1444.28 ,2236.73 ,985.52 ,1249.86 ,1268.38 ,857.37 ,812.07 ,730.44 
2018/8/24,1446.58 ,2250.60 ,985.16 ,1250.77 ,1268.78 ,860.39 ,810.54 ,744.15 
2018/8/27,1481.92 ,2267.86 ,984.51 ,1251.09 ,1268.08 ,866.79 ,814.84 ,743.96 
2018/8/28,1479.14 ,2268.47 ,984.88 ,1249.89 ,1267.68 ,863.23 ,816.68 ,746.97 
2018/8/29,1473.22 ,2281.41 ,984.88 ,1250.30 ,1268.08 ,871.58 ,814.16 ,739.24 
2018/8/30,1457.79 ,2271.30 ,986.80 ,1251.56 ,1269.08 ,866.43 ,815.60 ,754.61 
2018/8/31,1450.57 ,2271.60 ,987.00 ,1252.28 ,1270.58 ,863.77 ,814.99 ,756.08 
2018/9/3,1445.05 ,2271.60 ,985.71 ,1252.03 ,1268.78 ,857.55 ,813.91 ,762.20 
2018/9/4,1463.36 ,2267.85 ,984.70 ,1251.25 ,1270.00 ,856.75 ,812.38 ,766.35 
2018/9/5,1434.75 ,2261.49 ,984.51 ,1251.04 ,1268.88 ,846.36 ,809.92 ,756.31 
2018/9/6,1419.41 ,2253.23 ,984.24 ,1250.67 ,1268.68 ,851.33 ,812.99 ,751.78 
2018/9/7,1425.84 ,2248.24 ,983.60 ,1250.00 ,1267.88 ,852.40 ,815.30 ,745.74 
2018/9/10,1405.14 ,2252.51 ,981.86 ,1250.09 ,1266.78 ,848.93 ,813.76 ,758.66 
2018/9/11,1402.59 ,2260.93 ,980.67 ,1247.47 ,1265.58 ,850.80 ,814.04 ,763.76 
2018/9/12,1392.94 ,2261.74 ,981.31 ,1247.00 ,1266.88 ,850.36 ,814.80 ,775.44 
2018/9/13,1407.97 ,2273.69 ,981.76 ,1247.68 ,1270.00 ,863.41 ,817.51 ,771.77 
2018/9/14,1410.37 ,2274.31 ,982.50 ,1248.50 ,1267.88 ,866.07 ,818.21 ,763.37 
2018/9/17,1394.20 ,2261.65 ,982.77 ,1250.45 ,1268.98 ,857.55 ,815.63 ,766.00 
2018/9/18,1422.26 ,2273.79 ,982.41 ,1250.14 ,1268.78 ,866.96 ,817.29 ,759.50 
2018/9/19,1440.99 ,2276.64 ,980.76 ,1249.75 ,1270.00 ,888.28 ,816.37 ,772.69 
2018/9/20,1439.97 ,2294.49 ,979.38 ,1247.62 ,1266.88 ,886.86 ,818.83 ,777.25 
2018/9/21,1483.63 ,2293.64 ,980.57 ,1247.23 ,1267.58 ,887.74 ,820.52 ,773.29 
2018/9/25,1470.28 ,2282.60 ,980.76 ,1249.29 ,1267.78 ,896.45 ,816.68 ,797.25 
2018/9/26,1486.56 ,2275.09 ,981.95 ,1249.42 ,1269.28 ,900.36 ,819.29 ,802.77 
2018/9/27,1480.63 ,2281.37 ,983.69 ,1251.17 ,1271.97 ,896.80 ,816.86 ,807.63 
2018/9/28,1495.97 ,2280.00 ,984.06 ,1252.36 ,1273.87 ,892.54 ,810.84 ,804.37 
2018/10/8,1431.60 ,2258.22 ,984.24 ,1252.97 ,1275.57 ,892.72 ,819.44 ,822.42 
2018/10/9,1430.64 ,2255.02 ,984.00 ,1254.18 ,1275.97 ,896.71 ,818.34 ,836.27 
2018/10/10,1427.56 ,2180.91 ,984.51 ,1254.75 ,1276.87 ,904.26 ,818.21 ,837.93 
2018/10/11,1359.05 ,2136.04 ,987.17 ,1256.24 ,1279.86 ,888.99 ,818.21 ,814.00 
2018/10/12,1379.33 ,2166.39 ,986.99 ,1257.46 ,1280.66 ,897.60 ,835.10 ,802.13 
2018/10/15,1360.07 ,2153.60 ,986.99 ,1258.02 ,1280.86 ,903.91 ,837.55 ,801.52 
2018/10/16,1348.98 ,2199.89 ,987.54 ,1257.49 ,1281.76 ,895.83 ,841.24 ,796.07 
2018/10/17,1356.50 ,2199.33 ,987.35 ,1258.46 ,1282.46 ,890.76 ,838.78 ,810.02 
2018/10/18,1324.37 ,2167.68 ,989.55 ,1259.95 ,1285.16 ,892.27 ,840.93 ,793.81 
2018/10/19,1363.76 ,2166.90 ,988.91 ,1260.82 ,1284.86 ,888.63 ,842.07 ,790.01 
2018/10/22,1422.63 ,2157.58 ,987.72 ,1260.34 ,1283.86 ,896.80 ,841.48 ,797.41 
2018/10/23,1384.85 ,2145.69 ,988.45 ,1259.96 ,1285.36 ,894.40 ,842.62 ,788.45 
2018/10/24,1386.93 ,2079.46 ,990.01 ,1261.03 ,1286.96 ,889.34 ,848.76 ,754.21 
2018/10/25,1389.59 ,2118.19 ,990.38 ,1263.20 ,1289.05 ,825.93 ,852.29 ,760.86 
2018/10/26,1380.59 ,2081.49 ,990.74 ,1263.35 ,1289.55 ,832.59 ,851.06 ,766.03 
2018/10/29,1338.51 ,2067.84 ,992.85 ,1264.62 ,1292.25 ,885.61 ,851.52 ,770.65 
2018/10/30,1353.02 ,2100.23 ,992.67 ,1265.65 ,1293.65 ,879.93 ,849.56 ,774.86 
2018/10/31,1371.97 ,2123.03 ,992.94 ,1265.87 ,1293.25 ,872.47 ,843.94 ,770.58 
2018/11/1,1382.07 ,2145.44 ,993.68 ,1266.56 ,1295.05 ,865.90 ,841.39 ,747.42 
2018/11/2,1431.32 ,2131.89 ,990.93 ,1265.25 ,1292.25 ,873.36 ,846.15 ,726.98 
2018/11/5,1419.40 ,2143.83 ,991.75 ,1265.92 ,1293.45 ,886.86 ,843.70 ,717.80 
2018/11/6,1410.83 ,2157.25 ,993.31 ,1270.00 ,1295.65 ,880.82 ,844.00 ,717.80 
2018/11/7,1401.59 ,2203.00 ,994.87 ,1267.80 ,1297.44 ,878.86 ,843.23 ,712.67 
2018/11/8,1397.62 ,2197.47 ,995.00 ,1269.25 ,1298.04 ,880.82 ,841.30 ,723.79 
2018/11/9,1377.90 ,2177.26 ,995.14 ,1269.11 ,1300.00 ,877.89 ,840.66 ,702.22 
2018/11/12,1394.30 ,2134.36 ,995.00 ,1269.84 ,1298.14 ,872.47 ,834.64 ,717.93 
2018/11/13,1408.32 ,2131.20 ,995.42 ,1270.55 ,1299.14 ,867.05 ,831.26 ,697.12 
2018/11/14,1394.21 ,2115.07 ,999.27 ,1273.40 ,1305.03 ,868.92 ,829.70 ,654.26 
2018/11/15,1410.49 ,2137.48 ,1000.46 ,1275.26 ,1307.73 ,872.29 ,832.64 ,663.30 
2018/11/16,1417.15 ,2142.23 ,1003.21 ,1277.98 ,1312.72 ,879.75 ,835.56 ,674.32 
2018/11/19,1433.21 ,2106.58 ,1002.66 ,1281.21 ,1314.02 ,884.10 ,840.16 ,669.99 
2018/11/20,1400.07 ,2068.34 ,1001.83 ,1280.18 ,1314.62 ,885.44 ,840.63 ,663.24 
2018/11/21,1403.58 ,2074.63 ,1002.20 ,1280.56 ,1310.00 ,876.64 ,840.78 ,636.45 
2018/11/22,1398.34 ,2074.63 ,1001.56 ,1280.19 ,1313.02 ,880.46 ,843.23 ,633.87 
2018/11/23,1367.47 ,2061.03 ,1001.56 ,1279.62 ,1312.23 ,884.81 ,844.31 ,618.92 
2018/11/26,1366.50 ,2093.05 ,1000.64 ,1280.00 ,1311.83 ,877.89 ,842.47 ,600.94 
2018/11/27,1364.76 ,2099.87 ,1001.01 ,1278.70 ,1311.63 ,876.02 ,841.85 ,600.02 
2018/11/28,1382.90 ,2148.11 ,1002.02 ,1279.94 ,1313.12 ,872.11 ,838.17 ,611.51 
2018/11/29,1364.94 ,2143.40 ,1003.12 ,1281.31 ,1315.92 ,883.13 ,842.93 ,590.96 
2018/11/30,1380.18 ,2160.93 ,1002.47 ,1281.90 ,1316.22 ,883.04 ,843.20 ,598.09 
2018/12/3,1418.58 ,2184.58 ,1002.29 ,1282.13 ,1317.42 ,894.76 ,841.39 ,621.06 
2018/12/4,1421.52 ,2113.88 ,1005.68 ,1284.12 ,1322.61 ,887.74 ,841.24 ,619.67 
2018/12/5,1414.68 ,2113.88 ,1006.78 ,1286.08 ,1323.51 ,879.22 ,841.42 ,598.50 
2018/12/6,1384.09 ,2110.66 ,1008.06 ,1287.15 ,1324.71 ,876.55 ,845.54 ,599.57 
2018/12/7,1380.00 ,2061.44 ,1008.25 ,1288.72 ,1325.21 ,877.62 ,845.84 ,586.09 
2018/12/10,1368.03 ,2065.07 ,1009.71 ,1290.18 ,1328.51 ,876.64 ,852.60 ,604.41 
2018/12/11,1374.58 ,2064.34 ,1009.71 ,1291.88 ,1328.71 ,876.02 ,852.91 ,587.92 
2018/12/12,1379.28 ,2075.53 ,1010.00 ,1291.65 ,1329.20 ,875.84 ,850.30 ,598.59 
2018/12/13,1400.63 ,2075.11 ,1006.78 ,1290.48 ,1322.41 ,874.16 ,848.61 ,591.01 
2018/12/14,1377.23 ,2035.50 ,1006.41 ,1289.16 ,1321.21 ,872.82 ,849.84 ,599.89 
2018/12/17,1375.18 ,1993.22 ,1002.75 ,1286.86 ,1317.62 ,872.47 ,847.99 ,594.22 
2018/12/18,1360.93 ,1990.00 ,1003.21 ,1284.87 ,1319.12 ,870.87 ,853.18 ,575.63 
2018/12/19,1344.70 ,1962.70 ,1004.40 ,1285.05 ,1322.61 ,857.55 ,854.44 ,555.64 
2018/12/20,1334.39 ,1931.75 ,1006.23 ,1288.29 ,1325.91 ,857.90 ,853.06 ,549.12 
2018/12/21,1317.85 ,1891.94 ,1006.96 ,1287.81 ,1325.21 ,859.68 ,860.27 ,539.18 
2018/12/24,1321.67 ,1840.68 ,1006.23 ,1288.92 ,1324.51 ,858.79 ,864.57 ,539.18 
2018/12/25,1312.57 ,1840.68 ,1006.60 ,1289.30 ,1325.51 ,868.03 ,869.61 ,539.18 
2018/12/26,1305.94 ,1931.97 ,1007.51 ,1290.74 ,1326.41 ,853.02 ,869.79 ,498.08 
2018/12/27,1300.93 ,1948.51 ,1009.62 ,1291.60 ,1329.11 ,861.46 ,869.49 ,534.69 
2018/12/28,1309.69 ,1946.09 ,1012.74 ,1293.22 ,1334.20 ,856.48 ,869.95 ,530.64 
2019/1/2,1291.81 ,1965.11 ,1017.32 ,1297.64 ,1339.89 ,852.58 ,872.56 ,519.48 
2019/1/3,1289.76 ,1916.46 ,1017.96 ,1302.68 ,1343.49 ,841.92 ,878.85 ,533.65 
2019/1/4,1320.66 ,1982.26 ,1020.00 ,1303.96 ,1343.09 ,831.62 ,883.92 ,557.36 
2019/1/7,1328.68 ,1996.16 ,1017.14 ,1304.16 ,1343.29 ,843.69 ,877.16 ,568.82 
2019/1/8,1325.81 ,2015.51 ,1019.88 ,1305.85 ,1345.98 ,842.98 ,874.55 ,561.86 
2019/1/9,1339.20 ,2023.77 ,1019.61 ,1307.31 ,1344.79 ,845.83 ,872.25 ,581.91 
2019/1/10,1336.68 ,2032.91 ,1019.33 ,1308.60 ,1343.89 ,842.10 ,874.40 ,593.74 
2019/1/11,1346.29 ,2032.62 ,1019.61 ,1310.00 ,1343.39 ,838.19 ,867.34 ,607.43 
2019/1/14,1334.54 ,2021.93 ,1018.33 ,1310.00 ,1341.69 ,838.19 ,867.58 ,581.61 
2019/1/15,1360.74 ,2043.61 ,1018.14 ,1307.72 ,1339.99 ,835.61 ,866.88 ,578.49 
2019/1/16,1361.02 ,2048.15 ,1021.26 ,1309.01 ,1343.69 ,838.90 ,866.88 ,593.94 
2019/1/17,1353.53 ,2063.70 ,1022.08 ,1311.46 ,1343.99 ,842.63 ,869.02 ,592.74 
2019/1/18,1378.21 ,2090.90 ,1021.72 ,1310.74 ,1342.79 ,848.49 ,870.59 ,604.26 
2019/1/21,1385.81 ,2090.90 ,1020.80 ,1311.51 ,1340.59 ,851.15 ,865.80 ,613.16 
2019/1/22,1367.40 ,2061.30 ,1020.00 ,1310.73 ,1340.19 ,843.96 ,863.74 ,608.92 
2019/1/23,1366.42 ,2065.84 ,1020.53 ,1310.91 ,1339.79 ,841.65 ,867.80 ,609.00 
2019/1/24,1374.13 ,2068.68 ,1019.52 ,1310.00 ,1339.29 ,839.25 ,866.57 ,598.55 
2019/1/25,1385.31 ,2086.24 ,1019.70 ,1310.39 ,1336.30 ,838.72 ,866.57 ,607.73 
2019/1/28,1385.00 ,2069.87 ,1019.06 ,1310.10 ,1335.20 ,844.58 ,873.17 ,594.66 
2019/1/29,1389.44 ,2066.86 ,1019.52 ,1310.99 ,1336.00 ,839.43 ,876.24 ,585.76 
2019/1/30,1378.35 ,2099.00 ,1020.80 ,1312.06 ,1338.69 ,843.52 ,879.31 ,599.42 
2019/1/31,1392.77 ,2117.04 ,1021.35 ,1312.94 ,1340.09 ,849.20 ,880.23 ,605.40 
2019/2/1,1412.68 ,2118.95 ,1021.35 ,1313.65 ,1340.69 ,848.85 ,882.23 ,597.09 
2019/2/11,1438.38 ,2121.51 ,1023.09 ,1315.07 ,1343.89 ,855.24 ,882.69 ,611.63 
2019/2/12,1448.76 ,2148.85 ,1020.00 ,1315.94 ,1344.19 ,854.35 ,882.23 ,616.06 
2019/2/13,1477.77 ,2155.35 ,1022.73 ,1316.27 ,1343.59 ,850.27 ,881.61 ,627.11 
2019/2/14,1480.00 ,2149.64 ,1022.27 ,1315.79 ,1342.09 ,852.58 ,881.15 ,646.56 
