Date,asset1,asset2,asset3,asset4,asset5,asset6,asset7,asset8
2012/1/5,990.27 ,1002.94 ,1000.00 ,999.72 ,1000.70 ,992.45 ,1013.79 ,1022.20 
2012/1/6,996.45 ,1000.40 ,1001.37 ,1002.81 ,1002.30 ,992.45 ,1020.08 ,1015.55 
2012/1/9,1030.37 ,1002.66 ,1002.75 ,1003.65 ,1005.39 ,982.68 ,1010.25 ,1024.99 
2012/1/10,1064.64 ,1011.57 ,1003.12 ,1000.94 ,1006.89 ,982.68 ,1016.24 ,1023.01 
2012/1/11,1059.54 ,1011.88 ,1001.56 ,1001.69 ,1005.29 ,991.56 ,1026.62 ,1025.52 
2012/1/12,1059.37 ,1014.25 ,1002.02 ,1003.19 ,1003.50 ,1000.00 ,1032.51 ,1028.59 
2012/1/13,1041.58 ,1009.23 ,1000.00 ,1002.91 ,1002.30 ,1013.32 ,1026.99 ,1018.88 
2012/1/16,1020.40 ,1009.23 ,1001.47 ,1002.91 ,1002.30 ,1014.65 ,1031.90 ,1018.72 
2012/1/17,1070.41 ,1012.82 ,1002.11 ,1003.28 ,1003.00 ,1033.30 ,1038.65 ,1024.29 
2012/1/18,1053.70 ,1024.07 ,1000.00 ,1004.22 ,1002.10 ,1039.96 ,1037.12 ,1017.10 
2012/1/19,1073.78 ,1029.12 ,1004.03 ,1005.25 ,1002.60 ,1055.51 ,1043.26 ,1014.73 
2012/1/20,1089.33 ,1029.81 ,1003.85 ,1005.53 ,1004.10 ,1063.94 ,1037.73 ,1018.33 
2012/1/30,1070.46 ,1027.96 ,1003.39 ,1005.72 ,1006.39 ,1069.27 ,1085.66 ,1008.24 
2012/1/31,1072.00 ,1027.49 ,1003.21 ,1004.50 ,1006.39 ,1055.95 ,1086.24 ,1006.42 
2012/2/1,1056.66 ,1036.63 ,1001.28 ,1001.87 ,1003.10 ,1048.40 ,1090.00 ,1007.15 
2012/2/2,1081.56 ,1037.77 ,999.82 ,1001.50 ,1002.90 ,1046.18 ,1090.85 ,1011.31 
2012/2/3,1090.20 ,1052.92 ,1000.00 ,1000.00 ,1002.90 ,1045.74 ,1094.69 ,1011.75 
2012/2/6,1089.43 ,1052.48 ,998.17 ,998.88 ,1001.20 ,1059.50 ,1084.09 ,1028.44 
2012/2/7,1069.26 ,1054.61 ,997.43 ,998.69 ,999.80 ,1055.95 ,1074.88 ,1044.26 
2012/2/8,1099.83 ,1056.89 ,995.97 ,997.47 ,998.30 ,1056.84 ,1090.82 ,1048.32 
2012/2/9,1100.26 ,1058.44 ,993.77 ,994.75 ,997.80 ,1075.49 ,1082.25 ,1054.46 
2012/2/10,1102.17 ,1051.15 ,994.04 ,996.06 ,997.80 ,1077.62 ,1080.72 ,1061.53 
2012/2/13,1101.46 ,1058.30 ,994.41 ,997.47 ,999.70 ,1061.28 ,1077.03 ,1067.09 
2012/2/14,1097.17 ,1057.31 ,995.60 ,997.19 ,1000.00 ,1055.51 ,1070.89 ,1042.20 
2012/2/15,1109.13 ,1051.62 ,993.40 ,996.81 ,997.70 ,1058.17 ,1075.50 ,1072.01 
2012/2/16,1103.24 ,1063.21 ,993.00 ,995.88 ,995.61 ,1043.96 ,1074.58 ,1070.27 
2012/2/17,1103.68 ,1065.71 ,992.85 ,996.00 ,994.91 ,1052.84 ,1080.41 ,1079.26 
2012/2/20,1105.26 ,1065.71 ,994.50 ,997.56 ,997.90 ,1048.67 ,1082.25 ,1084.55 
2012/2/21,1114.71 ,1066.48 ,995.05 ,997.09 ,994.71 ,1047.51 ,1081.94 ,1084.01 
2012/2/22,1129.95 ,1062.91 ,994.69 ,997.00 ,994.21 ,1056.39 ,1093.30 ,1099.23 
2012/2/23,1133.77 ,1067.45 ,994.41 ,997.38 ,995.11 ,1054.80 ,1104.97 ,1107.34 
2012/2/24,1151.94 ,1069.24 ,994.00 ,997.84 ,995.21 ,1055.06 ,1107.12 ,1118.14 
2012/2/27,1155.66 ,1070.69 ,993.22 ,995.78 ,993.11 ,1055.06 ,1106.35 ,1127.71 
2012/2/28,1158.22 ,1074.28 ,992.94 ,995.97 ,992.41 ,1059.50 ,1101.75 ,1120.84 
2012/2/29,1145.90 ,1069.19 ,993.59 ,997.47 ,992.41 ,1063.94 ,1112.19 ,1103.54 
2012/3/1,1145.56 ,1075.78 ,993.13 ,996.91 ,993.01 ,1061.28 ,1073.96 ,1103.39 
2012/3/2,1165.82 ,1072.29 ,992.03 ,995.22 ,992.71 ,1071.05 ,1072.89 ,1124.86 
2012/3/5,1158.33 ,1068.14 ,991.48 ,995.60 ,991.91 ,1071.05 ,1069.51 ,1116.30 
2012/3/6,1140.21 ,1051.72 ,992.67 ,995.97 ,992.81 ,1061.72 ,1064.29 ,1123.12 
2012/3/7,1132.36 ,1058.98 ,993.40 ,997.28 ,994.01 ,1044.23 ,1048.33 ,1115.16 
2012/3/8,1146.62 ,1069.37 ,993.77 ,998.22 ,994.91 ,1047.07 ,1054.31 ,1139.58 
2012/3/9,1159.02 ,1073.26 ,993.77 ,998.41 ,994.81 ,1054.62 ,1063.98 ,1139.42 
2012/3/12,1154.71 ,1073.43 ,994.14 ,998.78 ,995.51 ,1061.28 ,1068.13 ,1143.21 
2012/3/13,1166.32 ,1092.89 ,993.77 ,998.50 ,994.61 ,1064.39 ,1066.90 ,1148.34 
2012/3/14,1133.27 ,1091.58 ,993.40 ,997.94 ,993.51 ,1069.27 ,1051.55 ,1149.58 
2012/3/15,1124.76 ,1098.10 ,992.76 ,997.00 ,992.41 ,1057.02 ,1033.13 ,1144.87 
2012/3/16,1141.28 ,1099.33 ,992.94 ,997.00 ,992.71 ,1066.61 ,1042.95 ,1129.25 
2012/3/19,1144.10 ,1103.70 ,992.39 ,997.66 ,992.31 ,1059.50 ,1042.34 ,1142.36 
2012/3/20,1124.28 ,1100.38 ,992.00 ,997.28 ,990.01 ,1059.68 ,1038.04 ,1134.95 
2012/3/21,1125.74 ,1098.32 ,992.12 ,997.66 ,989.31 ,1058.35 ,1036.50 ,1135.15 
2012/3/22,1123.98 ,1090.41 ,992.58 ,997.94 ,987.81 ,1054.62 ,1034.51 ,1123.45 
2012/3/23,1110.58 ,1093.80 ,993.77 ,1000.00 ,987.12 ,1050.44 ,1030.06 ,1123.27 
2012/3/26,1111.67 ,1108.99 ,993.95 ,1000.37 ,987.91 ,1057.28 ,1040.19 ,1128.20 
2012/3/27,1108.05 ,1105.86 ,993.95 ,1000.00 ,987.81 ,1062.61 ,1054.01 ,1131.54 
2012/3/28,1076.63 ,1100.40 ,994.14 ,1000.19 ,988.41 ,1058.61 ,1050.32 ,1119.97 
2012/3/29,1062.80 ,1098.63 ,994.87 ,1002.34 ,990.61 ,1049.02 ,1038.65 ,1119.40 
2012/3/30,1067.93 ,1102.69 ,995.60 ,1002.72 ,991.11 ,1053.29 ,1038.65 ,1107.63 
2012/4/5,1093.13 ,1094.56 ,994.69 ,1001.78 ,991.01 ,1053.29 ,1017.78 ,1112.48 
2012/4/6,1096.17 ,1094.56 ,994.69 ,1000.94 ,990.41 ,1054.00 ,1020.23 ,1112.48 
2012/4/9,1085.44 ,1082.13 ,994.04 ,1000.66 ,989.31 ,1056.66 ,1027.60 ,1102.56 
2012/4/10,1096.16 ,1063.64 ,994.00 ,1000.66 ,987.61 ,1051.95 ,1034.97 ,1097.50 
2012/4/11,1100.00 ,1071.57 ,994.00 ,1000.37 ,987.81 ,1029.57 ,1035.58 ,1075.80 
2012/4/12,1118.19 ,1086.33 ,993.95 ,999.91 ,987.02 ,1027.26 ,1037.43 ,1082.58 
2012/4/13,1122.54 ,1072.78 ,994.59 ,1000.94 ,985.82 ,1030.64 ,1045.22 ,1087.21 
2012/4/16,1119.76 ,1072.24 ,995.00 ,1001.41 ,983.52 ,1009.50 ,1032.51 ,1069.29 
2012/4/17,1105.77 ,1088.84 ,994.78 ,1001.59 ,982.12 ,1009.77 ,1031.29 ,1059.92 
2012/4/18,1131.01 ,1084.43 ,994.50 ,1000.94 ,981.52 ,1015.54 ,1032.51 ,1063.56 
2012/4/19,1129.34 ,1077.99 ,993.86 ,1000.94 ,980.92 ,1019.98 ,1026.37 ,1062.95 
2012/4/20,1142.73 ,1079.25 ,994.14 ,1001.31 ,981.52 ,1022.56 ,1027.60 ,1062.38 
2012/4/23,1133.68 ,1070.18 ,994.00 ,1001.78 ,983.32 ,1022.56 ,1027.72 ,1053.82 
2012/4/24,1133.17 ,1074.12 ,994.59 ,1002.34 ,985.02 ,1021.85 ,1024.22 ,1053.44 
2012/4/25,1142.36 ,1088.77 ,995.00 ,1002.06 ,984.42 ,1022.91 ,1026.68 ,1057.62 
2012/4/26,1144.75 ,1096.05 ,995.00 ,1000.00 ,985.22 ,1022.91 ,1028.37 ,1063.02 
2012/4/27,1142.43 ,1098.69 ,994.96 ,1002.34 ,985.12 ,1035.08 ,1033.16 ,1066.98 
2012/5/2,1167.37 ,1097.87 ,994.59 ,1002.72 ,985.62 ,1039.08 ,1034.51 ,1068.02 
2012/5/3,1170.86 ,1089.46 ,994.87 ,1000.00 ,985.92 ,1036.23 ,1029.01 ,1058.40 
2012/5/4,1181.46 ,1071.87 ,994.50 ,1000.00 ,985.62 ,1034.37 ,1023.30 ,1034.98 
2012/5/7,1182.29 ,1072.25 ,994.87 ,1003.28 ,985.82 ,1025.75 ,1023.76 ,1003.24 
2012/5/8,1178.52 ,1067.66 ,994.87 ,1003.65 ,985.02 ,1025.75 ,1023.00 ,1000.54 
2012/5/9,1156.07 ,1060.50 ,994.87 ,1004.69 ,986.72 ,1023.80 ,996.29 ,1002.44 
2012/5/10,1155.94 ,1063.17 ,995.60 ,1005.72 ,988.71 ,1025.75 ,996.44 ,1006.40 
2012/5/11,1147.11 ,1059.57 ,996.61 ,1008.72 ,992.41 ,1026.64 ,993.68 ,998.30 
2012/5/14,1137.81 ,1047.80 ,1001.01 ,1010.68 ,998.20 ,1026.64 ,991.53 ,994.17 
2012/5/15,1138.61 ,1041.78 ,1004.31 ,1012.00 ,1002.10 ,998.22 ,975.25 ,1002.10 
2012/5/16,1120.02 ,1037.19 ,1006.14 ,1019.59 ,1004.49 ,994.67 ,964.05 ,995.29 
2012/5/17,1137.11 ,1021.58 ,1004.86 ,1014.99 ,1003.50 ,991.74 ,970.19 ,990.19 
2012/5/18,1119.73 ,1014.03 ,1006.32 ,1016.02 ,1005.49 ,995.56 ,988.61 ,965.42 
2012/5/21,1125.49 ,1030.29 ,1004.67 ,1016.77 ,1005.79 ,1006.22 ,1000.58 ,969.45 
2012/5/22,1143.03 ,1030.79 ,1004.86 ,1015.28 ,1005.09 ,1007.82 ,997.82 ,970.70 
2012/5/23,1138.39 ,1032.54 ,1000.00 ,1016.02 ,1005.29 ,996.00 ,978.78 ,957.92 
2012/5/24,1128.99 ,1033.96 ,1006.78 ,1017.52 ,1007.39 ,991.83 ,980.32 ,945.67 
2012/5/25,1119.35 ,1031.72 ,1010.81 ,1021.27 ,1011.79 ,992.90 ,976.64 ,960.20 
2012/5/28,1137.44 ,1031.72 ,1008.25 ,1019.96 ,1012.98 ,1005.95 ,992.45 ,967.32 
2012/5/29,1153.17 ,1043.15 ,1007.24 ,1018.18 ,1010.09 ,1005.95 ,991.83 ,970.86 
2012/5/30,1149.43 ,1028.20 ,1006.60 ,1020.00 ,1009.19 ,996.89 ,976.94 ,956.59 
2012/5/31,1144.99 ,1025.86 ,1007.42 ,1023.90 ,1009.59 ,984.46 ,986.15 ,940.81 
2012/6/1,1145.41 ,1000.58 ,1007.88 ,1021.65 ,1010.79 ,985.35 ,982.47 ,910.96 
2012/6/4,1113.23 ,1000.69 ,1007.88 ,1020.34 ,1010.79 ,965.36 ,1020.54 ,879.05 
2012/6/5,1110.00 ,1006.42 ,1007.06 ,1019.68 ,1010.09 ,970.25 ,1020.54 ,886.57 
2012/6/6,1112.52 ,1029.62 ,1006.78 ,1020.00 ,1010.29 ,972.91 ,1022.69 ,898.26 
2012/6/7,1105.90 ,1029.51 ,1006.32 ,1019.21 ,1010.00 ,978.51 ,1019.50 ,900.20 
2012/6/8,1098.13 ,1037.86 ,1010.26 ,1023.71 ,1015.48 ,967.14 ,991.68 ,882.91 
2012/6/11,1112.90 ,1024.76 ,1008.16 ,1020.43 ,1012.68 ,983.13 ,1006.42 ,910.43 
2012/6/12,1105.03 ,1036.70 ,1007.42 ,1020.62 ,1012.09 ,972.29 ,1004.57 ,882.52 
2012/6/13,1122.63 ,1029.42 ,1006.51 ,1019.87 ,1010.59 ,974.07 ,1012.86 ,888.60 
2012/6/14,1113.83 ,1040.55 ,1005.41 ,1019.49 ,1009.69 ,975.13 ,1018.70 ,882.96 
2012/6/15,1117.15 ,1051.31 ,1010.00 ,1019.96 ,1009.69 ,984.01 ,1022.41 ,891.21 
2012/6/18,1122.88 ,1052.83 ,1004.12 ,1018.37 ,1008.79 ,990.23 ,1020.23 ,885.69 
2012/6/19,1113.05 ,1063.16 ,1003.85 ,1019.02 ,1007.99 ,992.72 ,1022.38 ,863.93 
2012/6/20,1110.43 ,1061.37 ,1000.00 ,1020.00 ,1007.99 ,992.72 ,1019.00 ,868.27 
2012/6/21,1092.85 ,1037.74 ,1003.94 ,1020.90 ,1008.29 ,984.37 ,1007.95 ,835.41 
2012/6/25,1068.63 ,1028.51 ,1006.23 ,1022.30 ,1007.99 ,981.35 ,993.71 ,829.90 
2012/6/26,1067.94 ,1033.42 ,1006.87 ,1022.96 ,1008.99 ,981.35 ,998.40 ,840.73 
2012/6/27,1064.58 ,1042.71 ,1008.71 ,1024.27 ,1010.19 ,969.63 ,991.68 ,842.53 
2012/6/28,1055.24 ,1040.51 ,1009.53 ,1024.74 ,1011.49 ,973.36 ,991.99 ,851.63 
2012/6/29,1070.85 ,1066.44 ,1010.54 ,1026.24 ,1011.69 ,976.02 ,985.54 ,858.90 
2012/7/2,1072.43 ,1069.06 ,1010.17 ,1025.68 ,1012.19 ,991.56 ,1000.00 ,871.42 
2012/7/3,1073.94 ,1075.72 ,1010.72 ,1030.00 ,1012.98 ,991.56 ,1004.73 ,879.17 
2012/7/4,1072.29 ,1075.72 ,1010.17 ,1025.77 ,1012.98 ,999.82 ,1015.63 ,896.27 
2012/7/5,1057.26 ,1070.68 ,1010.54 ,1030.00 ,1013.18 ,999.11 ,1016.86 ,905.51 
2012/7/6,1075.63 ,1060.58 ,1012.19 ,1029.05 ,1017.28 ,995.56 ,1011.64 ,902.34 
2012/7/9,1051.02 ,1058.84 ,1014.39 ,1032.14 ,1017.78 ,987.57 ,998.74 ,892.71 
2012/7/10,1046.96 ,1050.24 ,1015.21 ,1032.80 ,1018.28 ,989.88 ,1000.58 ,890.48 
2012/7/11,1055.17 ,1050.00 ,1016.13 ,1032.99 ,1019.48 ,989.88 ,993.21 ,891.05 
2012/7/12,1065.44 ,1044.99 ,1016.77 ,1033.17 ,1020.18 ,985.35 ,992.42 ,896.68 
2012/7/13,1066.07 ,1062.23 ,1016.49 ,1031.21 ,1019.88 ,988.90 ,992.60 ,909.15 
2012/7/16,1043.93 ,1059.77 ,1015.49 ,1030.27 ,1018.88 ,988.90 ,1002.43 ,912.66 
2012/7/17,1050.22 ,1067.62 ,1014.02 ,1029.99 ,1017.68 ,999.38 ,1005.34 ,931.09 
2012/7/18,1050.00 ,1074.75 ,1013.20 ,1031.11 ,1016.38 ,999.38 ,998.59 ,931.52 
2012/7/19,1054.63 ,1077.67 ,1012.92 ,1029.89 ,1017.08 ,995.12 ,996.29 ,948.38 
2012/7/20,1043.38 ,1066.83 ,1013.75 ,1030.08 ,1017.28 ,995.12 ,998.13 ,954.35 
2012/7/23,1029.01 ,1057.32 ,1010.00 ,1030.74 ,1017.28 ,982.59 ,997.82 ,921.24 
2012/7/24,1033.60 ,1047.76 ,1010.00 ,1031.30 ,1020.00 ,977.53 ,996.29 ,929.55 
2012/7/25,1026.68 ,1047.44 ,1010.00 ,1030.83 ,1020.00 ,977.53 ,1000.21 ,929.11 
2012/7/26,1021.20 ,1064.76 ,1013.10 ,1031.77 ,1020.00 ,971.31 ,1010.87 ,931.00 
2012/7/27,1021.91 ,1085.08 ,1013.65 ,1030.92 ,1017.18 ,971.31 ,1016.55 ,945.44 
2012/7/30,1016.11 ,1084.55 ,1013.38 ,1031.58 ,1017.38 ,986.32 ,1020.54 ,947.34 
2012/7/31,1014.86 ,1079.87 ,1012.92 ,1029.71 ,1016.88 ,986.32 ,1021.46 ,942.97 
2012/8/1,1026.06 ,1076.60 ,1010.00 ,1031.11 ,1016.18 ,986.32 ,1015.63 ,934.51 
2012/8/2,1015.72 ,1068.66 ,1010.00 ,1030.64 ,1016.18 ,977.18 ,1010.59 ,942.93 
2012/8/3,1023.92 ,1089.01 ,1012.19 ,1031.11 ,1015.48 ,968.21 ,1003.96 ,949.75 
2012/8/6,1037.79 ,1091.54 ,1012.19 ,1031.67 ,1013.78 ,976.91 ,1011.94 ,966.79 
2012/8/7,1039.20 ,1097.12 ,1011.45 ,1030.74 ,1012.78 ,980.91 ,1015.63 ,981.19 
2012/8/8,1039.61 ,1097.80 ,1010.45 ,1028.96 ,1012.19 ,985.35 ,1015.01 ,989.77 
2012/8/9,1049.14 ,1098.25 ,1009.90 ,1029.24 ,1012.88 ,985.35 ,1017.47 ,989.77 
2012/8/10,1043.94 ,1100.66 ,1010.26 ,1030.46 ,1014.48 ,986.15 ,1015.93 ,1004.02 
2012/8/13,1023.13 ,1099.28 ,1010.81 ,1030.46 ,1014.28 ,982.59 ,1020.54 ,1007.13 
2012/8/14,1025.35 ,1099.14 ,1010.00 ,1031.02 ,1014.08 ,976.02 ,1015.50 ,1014.16 
2012/8/15,1014.30 ,1100.39 ,1010.08 ,1030.55 ,1014.08 ,978.33 ,1008.97 ,1010.00 
2012/8/16,1009.10 ,1108.20 ,1009.44 ,1029.61 ,1010.00 ,978.33 ,1011.79 ,1032.71 
2012/8/17,1006.41 ,1110.28 ,1009.26 ,1028.58 ,1013.68 ,984.01 ,1017.32 ,1029.83 
2012/8/20,1001.32 ,1110.00 ,1007.88 ,1028.11 ,1013.08 ,985.35 ,1018.70 ,1029.83 
2012/8/21,1006.50 ,1106.37 ,1007.06 ,1026.71 ,1012.58 ,984.90 ,1019.47 ,1034.89 
2012/8/22,998.63 ,1106.62 ,1005.31 ,1024.83 ,1011.59 ,992.72 ,1030.03 ,1032.83 
2012/8/23,1001.50 ,1097.69 ,1005.13 ,1024.65 ,1011.59 ,999.82 ,1043.87 ,1048.41 
2012/8/24,989.96 ,1104.78 ,1007.06 ,1028.68 ,1012.58 ,998.67 ,1046.24 ,1031.75 
2012/8/27,969.31 ,1104.24 ,1007.79 ,1027.74 ,1012.88 ,997.96 ,1052.84 ,1036.96 
2012/8/28,973.75 ,1103.34 ,1007.61 ,1029.33 ,1011.19 ,992.72 ,1043.41 ,1019.40 
2012/8/29,963.48 ,1104.27 ,1007.15 ,1026.90 ,1011.69 ,992.90 ,1047.10 ,968.11 
2012/8/30,961.99 ,1095.65 ,1006.69 ,1029.33 ,1010.89 ,989.34 ,1042.18 ,1022.19 
2012/8/31,959.16 ,1101.21 ,1006.96 ,1027.93 ,1011.19 ,994.23 ,1040.31 ,1023.34 
2012/9/3,969.38 ,1101.21 ,1010.00 ,1030.18 ,1011.49 ,999.56 ,1059.90 ,1037.34 
2012/9/4,958.96 ,1099.93 ,1010.00 ,1026.61 ,1011.99 ,1002.49 ,1062.29 ,1051.87 
2012/9/5,956.99 ,1098.76 ,1006.41 ,1027.08 ,1010.00 ,1001.42 ,1061.99 ,1034.19 
2012/9/6,964.79 ,1121.21 ,1010.00 ,1026.80 ,1012.09 ,1005.33 ,1063.98 ,1038.94 
2012/9/7,1008.02 ,1125.75 ,1004.03 ,1024.93 ,1011.19 ,1009.15 ,1059.87 ,1036.28 
2012/9/10,1012.15 ,1118.83 ,1000.46 ,1022.87 ,1008.09 ,1035.79 ,1087.93 ,1045.86 
2012/9/11,1005.72 ,1122.34 ,1000.18 ,1024.27 ,1007.39 ,1034.46 ,1084.92 ,1047.88 
2012/9/12,1009.27 ,1124.68 ,997.89 ,1021.74 ,1004.79 ,1040.85 ,1086.24 ,1054.88 
2012/9/13,999.87 ,1143.03 ,998.00 ,1020.24 ,1003.70 ,1041.30 ,1082.87 ,1052.56 
2012/9/14,1007.30 ,1147.55 ,993.95 ,1017.71 ,1000.70 ,1065.28 ,1107.43 ,1068.40 
2012/9/17,982.58 ,1143.97 ,993.59 ,1016.49 ,999.80 ,1068.38 ,1110.00 ,1061.56 
2012/9/18,972.37 ,1142.50 ,994.59 ,1019.12 ,1001.00 ,1062.88 ,1098.06 ,1035.78 
2012/9/19,977.16 ,1143.86 ,995.05 ,1018.27 ,1000.00 ,1063.94 ,1103.74 ,1026.59 
2012/9/20,955.28 ,1143.24 ,996.15 ,1022.30 ,1001.70 ,1064.30 ,1101.59 ,978.78 
2012/9/21,956.63 ,1140.00 ,996.88 ,1020.43 ,1002.10 ,1063.50 ,1104.97 ,1003.51 
2012/9/24,963.79 ,1140.60 ,997.00 ,1022.87 ,1002.70 ,1050.44 ,1096.34 ,1002.81 
2012/9/25,961.46 ,1128.62 ,997.62 ,1023.71 ,1004.39 ,1052.40 ,1100.21 ,1006.81 
2012/9/26,950.47 ,1122.15 ,998.26 ,1026.05 ,1006.19 ,1048.40 ,1099.14 ,998.20 
2012/9/27,979.54 ,1132.98 ,999.63 ,1024.65 ,1007.19 ,1047.07 ,1093.30 ,1002.63 
2012/9/28,997.55 ,1127.90 ,1000.09 ,1023.90 ,1007.79 ,1051.51 ,1105.58 ,1025.12 
2012/10/8,987.51 ,1139.81 ,998.44 ,1022.96 ,1007.29 ,1051.07 ,1100.21 ,997.47 
2012/10/9,1009.31 ,1128.54 ,997.71 ,1023.15 ,1007.29 ,1054.62 ,1104.97 ,1009.76 
2012/10/10,1011.04 ,1121.55 ,997.07 ,1020.00 ,1006.79 ,1048.67 ,1097.76 ,1025.67 
2012/10/11,1001.64 ,1121.77 ,997.43 ,1022.68 ,1007.49 ,1047.07 ,1096.07 ,1028.43 
2012/10/12,1002.51 ,1118.45 ,998.08 ,1023.80 ,1008.49 ,1050.62 ,1096.99 ,1028.03 
2012/10/15,998.31 ,1127.48 ,998.35 ,1020.00 ,1009.19 ,1038.45 ,1081.02 ,1020.13 
2012/10/16,999.74 ,1139.06 ,996.98 ,1022.12 ,1008.79 ,1042.81 ,1077.98 ,1027.04 
2012/10/17,1000.89 ,1143.75 ,996.33 ,1021.27 ,1008.49 ,1041.12 ,1085.14 ,1022.08 
2012/10/18,1016.24 ,1140.95 ,995.42 ,1022.58 ,1008.09 ,1048.40 ,1082.87 ,1020.58 
2012/10/19,1014.67 ,1122.05 ,994.96 ,1021.65 ,1007.69 ,1044.40 ,1073.96 ,1015.10 
2012/10/22,1018.64 ,1122.54 ,995.14 ,1020.52 ,1007.89 ,1028.77 ,1067.48 ,996.04 
2012/10/23,1005.80 ,1106.33 ,994.41 ,1020.24 ,1007.39 ,1025.93 ,1067.85 ,988.78 
2012/10/24,1003.93 ,1102.91 ,994.14 ,1020.00 ,1006.49 ,1016.87 ,1058.92 ,986.25 
2012/10/25,996.73 ,1106.22 ,993.68 ,1019.68 ,1006.09 ,1016.43 ,1054.93 ,987.83 
2012/10/26,977.88 ,1105.41 ,993.13 ,1020.62 ,1005.29 ,1012.88 ,1057.69 ,987.83 
2012/10/29,972.64 ,1105.41 ,993.00 ,1019.68 ,1005.89 ,1009.77 ,1058.30 ,979.14 
2012/10/30,974.39 ,1105.41 ,993.31 ,1020.24 ,1006.19 ,1000.89 ,1055.85 ,984.58 
2012/10/31,980.89 ,1105.58 ,993.04 ,1020.00 ,1005.99 ,1005.33 ,1057.08 ,984.19 
2012/11/1,999.62 ,1117.66 ,991.75 ,1019.02 ,1005.39 ,1005.68 ,1061.53 ,983.67 
2012/11/2,1003.49 ,1107.18 ,991.57 ,1018.74 ,1010.00 ,1007.10 ,1055.69 ,977.20 
2012/11/5,1001.36 ,1109.57 ,992.03 ,1020.00 ,1005.59 ,991.12 ,1036.66 ,952.88 
2012/11/6,997.15 ,1118.29 ,992.03 ,1018.93 ,1010.00 ,993.25 ,1040.77 ,968.96 
2012/11/7,995.11 ,1091.78 ,992.00 ,1020.00 ,1005.89 ,998.22 ,1062.29 ,998.47 
2012/11/8,976.80 ,1078.45 ,992.76 ,1017.62 ,1006.29 ,989.43 ,1059.99 ,965.73 
2012/11/9,974.84 ,1080.29 ,993.22 ,1019.02 ,1005.99 ,995.29 ,1069.66 ,965.73 
2012/11/12,979.60 ,1080.43 ,993.40 ,1019.21 ,1005.69 ,984.46 ,1068.59 ,978.49 
2012/11/13,962.45 ,1076.12 ,993.86 ,1019.87 ,1010.00 ,987.12 ,1061.37 ,978.49 
2012/11/14,967.10 ,1061.22 ,994.87 ,1021.18 ,1006.19 ,989.52 ,1064.14 ,973.28 
2012/11/15,954.27 ,1059.52 ,995.42 ,1020.52 ,1006.79 ,988.45 ,1062.29 ,987.08 
2012/11/16,947.14 ,1064.65 ,996.61 ,1023.33 ,1007.59 ,992.01 ,1056.15 ,986.70 
2012/11/19,946.16 ,1085.80 ,997.43 ,1025.68 ,1008.39 ,994.23 ,1061.68 ,997.38 
2012/11/20,941.76 ,1086.52 ,997.07 ,1030.00 ,1008.39 ,999.73 ,1067.67 ,1007.09 
2012/11/21,954.82 ,1089.04 ,996.70 ,1026.24 ,1008.59 ,995.56 ,1063.52 ,998.07 
2012/11/22,947.28 ,1089.04 ,996.06 ,1025.21 ,1007.79 ,994.23 ,1065.67 ,1000.06 
2012/11/23,953.86 ,1103.23 ,995.88 ,1025.58 ,1007.39 ,989.34 ,1064.84 ,999.87 
2012/11/26,946.43 ,1100.99 ,995.14 ,1024.55 ,1007.09 ,995.38 ,1074.18 ,1005.04 
2012/11/27,935.57 ,1095.23 ,994.69 ,1025.40 ,1006.79 ,997.42 ,1074.58 ,1001.77 
2012/11/28,926.23 ,1103.84 ,995.00 ,1025.40 ,1010.00 ,997.07 ,1070.58 ,990.15 
2012/11/29,920.36 ,1108.55 ,995.42 ,1026.52 ,1010.00 ,996.00 ,1057.69 ,986.14 
2012/11/30,930.79 ,1108.73 ,995.60 ,1030.00 ,1010.00 ,1003.73 ,1059.50 ,1001.94 
2012/12/3,917.39 ,1103.47 ,995.24 ,1030.00 ,1006.69 ,1014.65 ,1056.00 ,995.48 
2012/12/4,927.23 ,1101.58 ,994.78 ,1026.33 ,1006.69 ,1012.43 ,1053.54 ,991.82 
2012/12/5,960.47 ,1103.33 ,994.41 ,1025.86 ,1010.00 ,1015.54 ,1046.33 ,987.01 
2012/12/6,958.61 ,1106.98 ,993.59 ,1024.37 ,1006.59 ,1017.76 ,1042.18 ,974.76 
2012/12/7,977.38 ,1110.21 ,993.00 ,1020.00 ,1006.39 ,1013.06 ,1048.48 ,962.36 
2012/12/10,987.95 ,1110.58 ,993.31 ,1023.80 ,1006.89 ,1017.76 ,1050.93 ,961.69 
2012/12/11,982.49 ,1117.86 ,993.00 ,1023.99 ,1006.89 ,1021.14 ,1052.84 ,958.13 
2012/12/12,986.52 ,1118.36 ,993.00 ,1024.18 ,1007.09 ,1020.07 ,1055.33 ,963.30 
2012/12/13,975.59 ,1111.29 ,993.31 ,1024.55 ,1010.00 ,1015.81 ,1050.01 ,971.27 
2012/12/14,1024.85 ,1106.69 ,992.76 ,1024.08 ,1006.99 ,1017.41 ,1047.86 ,966.49 
2012/12/17,1029.56 ,1119.83 ,993.00 ,1024.46 ,1006.79 ,1019.98 ,1044.03 ,971.70 
2012/12/18,1030.18 ,1132.69 ,992.67 ,1020.00 ,1006.59 ,1022.74 ,1048.63 ,971.98 
